NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
CAMPS_COLON_CANCER_COPY_NUMBER_UP	93	77		
CARDOSO_RESPONSE_TO_GAMMA_RADIATION_AND_3AB	14		Rejected!	
CARD_MIR302A_TARGETS	77	73		
CARRILLOREIXACH_14Q32OVEREXPRESSION_IN_HEPATOBLASTOMA	48		Rejected!	
CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_DN	1257		Rejected!	
CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_HYPERMETHYLATED_AND_DN	21	21		
CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_HYPOMETHYLATED_AND_UP	162	149		
CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_UP	893		Rejected!	
CARRILLOREIXACH_MRS3_VS_LOWER_RISK_HEPATOBLASTOMA_DN	168	163		
CARRILLOREIXACH_MRS3_VS_LOWER_RISK_HEPATOBLASTOMA_UP	52	45		
CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_DN	669		Rejected!	
CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_UP	173	169		
CASORELLI_APL_SECONDARY_VS_DE_NOVO_UP	39	39		
CASTELLANO_HRAS_AND_NRAS_TARGETS_DN	8		Rejected!	
CASTELLANO_HRAS_AND_NRAS_TARGETS_UP	6		Rejected!	
CASTELLANO_HRAS_TARGETS_DN	6		Rejected!	
CASTELLANO_HRAS_TARGETS_UP	5		Rejected!	
CASTELLANO_NRAS_TARGETS_DN	14		Rejected!	
CASTELLANO_NRAS_TARGETS_UP	72	69		
CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN	32	26		
CEBALLOS_TARGETS_OF_TP53_AND_MYC_DN	33	32		
CEBALLOS_TARGETS_OF_TP53_AND_MYC_UP	19	18		
CERIBELLI_GENES_INACTIVE_AND_BOUND_BY_NFY	41	32		
CERIBELLI_PROMOTERS_INACTIVE_AND_BOUND_BY_NFY	40	27		
CERVERA_SDHB_TARGETS_1_DN	36	33		
CERVERA_SDHB_TARGETS_1_UP	120	115		
CERVERA_SDHB_TARGETS_2	115	105		
CHANDRAN_METASTASIS_DN	313	297		
CHANDRAN_METASTASIS_TOP50_DN	44	43		
CHANDRAN_METASTASIS_TOP50_UP	37	37		
CHANDRAN_METASTASIS_UP	209	203		
CHANGOLKAR_H2AFY_TARGETS_DN	42	41		
CHANGOLKAR_H2AFY_TARGETS_UP	49	46		
CHANG_IMMORTALIZED_BY_HPV31_DN	60	54		
CHANG_IMMORTALIZED_BY_HPV31_UP	73	69		
CHANG_POU5F1_TARGETS_DN	8		Rejected!	
CHANG_POU5F1_TARGETS_UP	15		Rejected!	
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN	52	52		
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP	126	113		
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN	456	439		
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP	384	371		
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN	465	453		
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP	454	428		
CHASSOT_SKIN_WOUND	9		Rejected!	
CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN	106	103		
CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_UP	50	50		
CHEBOTAEV_GR_TARGETS_DN	125	114		
CHEBOTAEV_GR_TARGETS_UP	77	72		
CHEMELLO_SOLEUS_VS_EDL_MYOFIBERS_DN	5		Rejected!	
CHEMELLO_SOLEUS_VS_EDL_MYOFIBERS_UP	20	16		
CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_DN	408	389		
CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_UP	145	143		
CHENG_IMPRINTED_BY_ESTRADIOL	110	102		
CHENG_RESPONSE_TO_NICKEL_ACETATE	45	45		
CHENG_TAF7L_TARGETS	6		Rejected!	
CHEN_ETV5_TARGETS_SERTOLI	25	21		
CHEN_ETV5_TARGETS_TESTIS	25	22		
CHEN_HOXA5_TARGETS_6HR_DN	6		Rejected!	
CHEN_HOXA5_TARGETS_6HR_UP	10		Rejected!	
CHEN_HOXA5_TARGETS_9HR_DN	42	42		
CHEN_HOXA5_TARGETS_9HR_UP	223	220		
CHEN_LIVER_METABOLISM_QTL_CIS	95	89		
CHEN_LUNG_CANCER_SURVIVAL	28	26		
CHEN_LVAD_SUPPORT_OF_FAILING_HEART_DN	42	39		
CHEN_LVAD_SUPPORT_OF_FAILING_HEART_UP	102	97		
CHEN_METABOLIC_SYNDROM_NETWORK	1243		Rejected!	
CHEN_NEUROBLASTOMA_COPY_NUMBER_GAINS	50	47		
CHEN_PDGF_TARGETS	18	18		
CHEOK_RESPONSE_TO_HD_MTX_DN	23	23		
CHEOK_RESPONSE_TO_HD_MTX_UP	23	22		
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_HD_MTX_DN	25	25		
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_HD_MTX_UP	5		Rejected!	
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_LD_MTX_DN	20	20		
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_LD_MTX_UP	10		Rejected!	
CHEOK_RESPONSE_TO_MERCAPTOPURINE_DN	21	21		
CHEOK_RESPONSE_TO_MERCAPTOPURINE_UP	12		Rejected!	
CHESLER_BRAIN_D6MIT150_QTL_CIS	6		Rejected!	
CHESLER_BRAIN_D6MIT150_QTL_TRANS	9		Rejected!	
CHESLER_BRAIN_HIGHEST_EXPRESSION	41	40		
CHESLER_BRAIN_HIGHEST_GENETIC_VARIANCE	38	36		
CHESLER_BRAIN_QTL_CIS	73	69		
CHESLER_BRAIN_QTL_TRANS	6		Rejected!	
CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_DN	170	166		
CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_UP	175	160		
CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_DN	52	47		
CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_UP	26	22		
CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_DN	25	25		
CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_UP	79	70		
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN	179	160		
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP	179	174		
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN	194	186		
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_UP	86	83		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_DN	152	149		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_UP	120	111		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN	53	50		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_UP	59	56		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_DN	141	140		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_UP	128	121		
CHIARETTI_ACUTE_LYMPHOBLASTIC_LEUKEMIA_ZAP70	68	67		
CHIARETTI_T_ALL_REFRACTORY_TO_THERAPY	30	30		
CHIARETTI_T_ALL_RELAPSE_PROGNOSIS	19	19		
CHIBA_RESPONSE_TO_TSA	45	45		
CHIBA_RESPONSE_TO_TSA_DN	21	21		
CHIBA_RESPONSE_TO_TSA_UP	50	45		
CHICAS_RB1_TARGETS_CONFLUENT	566		Rejected!	
CHICAS_RB1_TARGETS_GROWING	242	237		
CHICAS_RB1_TARGETS_LOW_SERUM	103	97		
CHICAS_RB1_TARGETS_SENESCENT	565		Rejected!	
CHIN_BREAST_CANCER_COPY_NUMBER_DN	13		Rejected!	
CHIN_BREAST_CANCER_COPY_NUMBER_UP	28	24		
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_DN	30	30		
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP	54	24		
CHOI_ATL_ACUTE_STAGE	6		Rejected!	
CHOI_ATL_CHRONIC_VS_ACUTE_DN	19	19		
CHOI_ATL_STAGE_PREDICTOR	44	44		
CHOW_RASSF1_TARGETS_DN	30	30		
CHOW_RASSF1_TARGETS_UP	26	26		
CHO_NR4A1_TARGETS	32	28		
CHUANG_OXIDATIVE_STRESS_RESPONSE_DN	11		Rejected!	
CHUANG_OXIDATIVE_STRESS_RESPONSE_UP	28	26		
CHUNG_BLISTER_CYTOTOXICITY_DN	50	49		
CHUNG_BLISTER_CYTOTOXICITY_UP	136	133		
CHYLA_CBFA2T3_TARGETS_DN	246	236		
CHYLA_CBFA2T3_TARGETS_UP	388	376		
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN	35	34		
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_UP	20	19		
CLAUS_PGR_POSITIVE_MENINGIOMA_DN	12		Rejected!	
CLAUS_PGR_POSITIVE_MENINGIOMA_UP	10		Rejected!	
CLIMENT_BREAST_CANCER_COPY_NUMBER_DN	8		Rejected!	
CLIMENT_BREAST_CANCER_COPY_NUMBER_UP	23	21		
COATES_MACROPHAGE_M1_VS_M2_DN	84	81		
COATES_MACROPHAGE_M1_VS_M2_UP	86	85		
COLDREN_GEFITINIB_RESISTANCE_DN	229	218		
COLDREN_GEFITINIB_RESISTANCE_UP	86	86		
COLINA_TARGETS_OF_4EBP1_AND_4EBP2	359	343		
COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_DN	28	27		
COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_UP	34	31		
COLLER_MYC_TARGETS_DN	7		Rejected!	
COLLER_MYC_TARGETS_UP	24	24		
COLLIS_PRKDC_REGULATORS	13		Rejected!	
COLLIS_PRKDC_SUBSTRATES	17	17		
CONCANNON_APOPTOSIS_BY_EPOXOMICIN_DN	176	167		
CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP	239	229		
CONRAD_GERMLINE_STEM_CELL	13		Rejected!	
CONRAD_STEM_CELL	39	37		
CORONEL_RFX7_DIRECT_TARGETS_UP	44	44		
CORRE_MULTIPLE_MYELOMA_DN	59	57		
CORRE_MULTIPLE_MYELOMA_UP	79	74		
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_DN	138	131		
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP	109	102		
COWLING_MYCN_TARGETS	43	41		
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN	23	21		
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_UP	34	34		
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_1	534	500		
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_2	471	457		
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3	727		Rejected!	
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_4	307	293		
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5	491	477		
CROMER_METASTASIS_DN	77	75		
CROMER_METASTASIS_UP	73	69		
CROMER_TUMORIGENESIS_DN	49	39		
CROMER_TUMORIGENESIS_UP	58	50		
CROONQUIST_IL6_DEPRIVATION_DN	95	95		
CROONQUIST_IL6_DEPRIVATION_UP	17	16		
CROONQUIST_NRAS_SIGNALING_DN	70	70		
CROONQUIST_NRAS_SIGNALING_UP	40	38		
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN	97	95		
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_UP	41	41		
CROONQUIST_STROMAL_STIMULATION_DN	13		Rejected!	
CROONQUIST_STROMAL_STIMULATION_UP	56	54		
CROSBY_E2F4_TARGETS	6		Rejected!	
CUI_GLUCOSE_DEPRIVATION	61	59		
CUI_TCF21_TARGETS_2_DN	850		Rejected!	
CUI_TCF21_TARGETS_2_UP	433	412		
CUI_TCF21_TARGETS_DN	34	31		
CUI_TCF21_TARGETS_UP	36	34		
CURSONS_NATURAL_KILLER_CELLS	20	20		
DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_DN	34	32		
DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_UP	28	27		
DACOSTA_LOW_DOSE_UV_RESPONSE_VIA_ERCC3_XPCS_DN	9		Rejected!	
DACOSTA_LOW_DOSE_UV_RESPONSE_VIA_ERCC3_XPCS_UP	14		Rejected!	
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN	466	465		
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_UP	75	75		
DACOSTA_UV_RESPONSE_VIA_ERCC3_DN	856		Rejected!	
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN	84	83		
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_UP	59	56		
DACOSTA_UV_RESPONSE_VIA_ERCC3_UP	318	308		
DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_DN	85	85		
DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_UP	25	23		
DAIRKEE_CANCER_PRONE_RESPONSE_BPA	51	50		
DAIRKEE_CANCER_PRONE_RESPONSE_BPA_E2	118	110		
DAIRKEE_CANCER_PRONE_RESPONSE_E2	28	27		
DALESSIO_TSA_RESPONSE	26	19		
DANG_BOUND_BY_MYC	1061		Rejected!	
DANG_MYC_TARGETS_DN	31	31		
DANG_MYC_TARGETS_UP	130	113		
DANG_REGULATED_BY_MYC_DN	251	245		
DANG_REGULATED_BY_MYC_UP	68	68		
DARWICHE_PAPILLOMA_PROGRESSION_RISK	77	68		
DARWICHE_PAPILLOMA_RISK_HIGH_DN	185	171		
DARWICHE_PAPILLOMA_RISK_HIGH_UP	154	135		
DARWICHE_PAPILLOMA_RISK_LOW_DN	172	156		
DARWICHE_PAPILLOMA_RISK_LOW_UP	168	151		
DARWICHE_SKIN_TUMOR_PROMOTER_DN	194	174		
DARWICHE_SKIN_TUMOR_PROMOTER_UP	147	132		
DARWICHE_SQUAMOUS_CELL_CARCINOMA_DN	186	169		
DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP	153	137		
DASU_IL6_SIGNALING_DN	7		Rejected!	
DASU_IL6_SIGNALING_SCAR_DN	16		Rejected!	
DASU_IL6_SIGNALING_SCAR_UP	31	30		
DASU_IL6_SIGNALING_UP	61	59		
DAUER_STAT3_TARGETS_DN	48	48		
DAUER_STAT3_TARGETS_UP	48	43		
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN	179	168		
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP	340	324		
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_DN	20	19		
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP	60	57		
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_DN	14		Rejected!	
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP	64	59		
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN	66	62		
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP	258	246		
DAVIES_MULTIPLE_MYELOMA_VS_MGUS_DN	26	26		
DAVIES_MULTIPLE_MYELOMA_VS_MGUS_UP	13		Rejected!	
DAWSON_METHYLATED_IN_LYMPHOMA_TCL1	59	49		
DAZARD_RESPONSE_TO_UV_NHEK_DN	300	295		
DAZARD_RESPONSE_TO_UV_NHEK_UP	223	200		
DAZARD_RESPONSE_TO_UV_SCC_DN	115	114		
DAZARD_RESPONSE_TO_UV_SCC_UP	105	105		
DAZARD_UV_RESPONSE_CLUSTER_G1	62	48		
DAZARD_UV_RESPONSE_CLUSTER_G2	30	30		
DAZARD_UV_RESPONSE_CLUSTER_G24	24	22		
DAZARD_UV_RESPONSE_CLUSTER_G28	20	20		
DAZARD_UV_RESPONSE_CLUSTER_G3	14		Rejected!	
DAZARD_UV_RESPONSE_CLUSTER_G4	20	19		
DAZARD_UV_RESPONSE_CLUSTER_G5	12		Rejected!	
DAZARD_UV_RESPONSE_CLUSTER_G6	145	144		
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	276	274		
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_UP	300	294		
DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS	21	18		
DELACROIX_RARG_BOUND_MEF	366	348		
DELACROIX_RAR_BOUND_ES	465	435		
DELACROIX_RAR_TARGETS_DN	26	24		
DELACROIX_RAR_TARGETS_UP	47	44		
DELASERNA_MYOD_TARGETS_DN	56	56		
DELASERNA_MYOD_TARGETS_UP	86	82		
DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4	11		Rejected!	
DELLA_RESPONSE_TO_TSA_AND_BUTYRATE	21	20		
DELPUECH_FOXO3_TARGETS_DN	40	39		
DELPUECH_FOXO3_TARGETS_UP	65	63		
DELYS_THYROID_CANCER_DN	233	225		
DELYS_THYROID_CANCER_UP	445	426		
DEMAGALHAES_AGING_DN	16	16		
DEMAGALHAES_AGING_UP	54	54		
DEN_INTERACT_WITH_LCA5	26	26		
DER_IFN_ALPHA_RESPONSE_DN	6		Rejected!	
DER_IFN_ALPHA_RESPONSE_UP	74	73		
DER_IFN_BETA_RESPONSE_DN	8		Rejected!	
DER_IFN_BETA_RESPONSE_UP	103	102		
DER_IFN_GAMMA_RESPONSE_DN	11		Rejected!	
DER_IFN_GAMMA_RESPONSE_UP	71	70		
DESERT_EXTRACELLULAR_MATRIX_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	22	22		
DESERT_PERIPORTAL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	159	141		
DESERT_PERIVENOUS_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	155	142		
DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	242	237		
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	323	322		
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP	367	340		
DE_YY1_TARGETS_DN	93	92		
DE_YY1_TARGETS_UP	20	18		
DIAZ_CHRONIC_MYELOGENOUS_LEUKEMIA_DN	116	103		
DIAZ_CHRONIC_MYELOGENOUS_LEUKEMIA_UP	1399		Rejected!	
DIERICK_SEROTONIN_FUNCTION_GENES	7		Rejected!	
DING_LUNG_CANCER_BY_MUTATION_RATE	20	19		
DING_LUNG_CANCER_EXPRESSION_BY_COPY_NUMBER	100	97		
DING_LUNG_CANCER_MUTATED_FREQUENTLY	12		Rejected!	
DING_LUNG_CANCER_MUTATED_RECURRENTLY	6		Rejected!	
DING_LUNG_CANCER_MUTATED_SIGNIFICANTLY	26	23		
DIRMEIER_LMP1_RESPONSE_EARLY	62	58		
DIRMEIER_LMP1_RESPONSE_LATE_DN	30	23		
DIRMEIER_LMP1_RESPONSE_LATE_UP	56	55		
DISTECHE_ESCAPED_FROM_X_INACTIVATION	13		Rejected!	
DITTMER_PTHLH_TARGETS_DN	70	65		
DITTMER_PTHLH_TARGETS_UP	113	113		
DI_MARTINO_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC	27	25		
DI_MARTINO_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED	17	15		
DOANE_BREAST_CANCER_CLASSES_DN	33	30		
DOANE_BREAST_CANCER_CLASSES_UP	72	66		
DOANE_BREAST_CANCER_ESR1_DN	47	37		
DOANE_BREAST_CANCER_ESR1_UP	111	99		
DOANE_RESPONSE_TO_ANDROGEN_DN	242	235		
DOANE_RESPONSE_TO_ANDROGEN_UP	184	174		
DODD_NASOPHARYNGEAL_CARCINOMA_DN	1405		Rejected!	
DODD_NASOPHARYNGEAL_CARCINOMA_UP	1813		Rejected!	
DONATO_CELL_CYCLE_TRETINOIN	6		Rejected!	
DORMOY_ELAVL1_TARGETS	18	17		
DORN_ADENOVIRUS_INFECTION_12HR_DN	33	33		
DORN_ADENOVIRUS_INFECTION_12HR_UP	28	24		
DORN_ADENOVIRUS_INFECTION_24HR_DN	42	40		
DORN_ADENOVIRUS_INFECTION_24HR_UP	12		Rejected!	
DORN_ADENOVIRUS_INFECTION_32HR_DN	38	36		
DORN_ADENOVIRUS_INFECTION_32HR_UP	11		Rejected!	
DORN_ADENOVIRUS_INFECTION_48HR_DN	39	36		
DORN_ADENOVIRUS_INFECTION_48HR_UP	14		Rejected!	
DORSAM_HOXA9_TARGETS_DN	32	32		
DORSAM_HOXA9_TARGETS_UP	35	34		
DORSEY_GAB2_TARGETS	30	29		
DOUGLAS_BMI1_TARGETS_DN	314	309		
DOUGLAS_BMI1_TARGETS_UP	563		Rejected!	
DUAN_PRDM5_TARGETS	77	69		
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_DN	19	19		
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_UP	53	53		
DURAND_STROMA_NS_UP	169	157		
DURAND_STROMA_S_UP	300	282		
DURCHDEWALD_SKIN_CARCINOGENESIS_DN	265	253		
DURCHDEWALD_SKIN_CARCINOGENESIS_UP	96	89		
DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN	504	494		
DUTERTRE_ESTRADIOL_RESPONSE_24HR_UP	323	317		
DUTERTRE_ESTRADIOL_RESPONSE_6HR_DN	91	88		
DUTERTRE_ESTRADIOL_RESPONSE_6HR_UP	228	219		
DUTTA_APOPTOSIS_VIA_NFKB	33	32		
EBAUER_MYOGENIC_TARGETS_OF_PAX3_FOXO1_FUSION	48	44		
EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_DN	49	43		
EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_UP	200	187		
EGUCHI_CELL_CYCLE_RB1_TARGETS	22	22		
EHLERS_ANEUPLOIDY_DN	12		Rejected!	
EHLERS_ANEUPLOIDY_UP	40	38		
EHRLICH_ICF_SYNDROM_DN	17	16		
EHRLICH_ICF_SYNDROM_UP	13		Rejected!	
EINAV_INTERFERON_SIGNATURE_IN_CANCER	27	27		
ELLWOOD_MYC_TARGETS_DN	43	42		
ELLWOOD_MYC_TARGETS_UP	13		Rejected!	
ELVIDGE_HIF1A_AND_HIF2A_TARGETS_DN	105	103		
ELVIDGE_HIF1A_AND_HIF2A_TARGETS_UP	41	41		
ELVIDGE_HIF1A_TARGETS_DN	92	91		
ELVIDGE_HIF1A_TARGETS_UP	67	66		
ELVIDGE_HIF2A_TARGETS_UP	6		Rejected!	
ELVIDGE_HYPOXIA_BY_DMOG_DN	59	59		
ELVIDGE_HYPOXIA_BY_DMOG_UP	133	127		
ELVIDGE_HYPOXIA_DN	147	145		
ELVIDGE_HYPOXIA_UP	172	166		
ENGELMANN_CANCER_PROGENITORS_DN	69	62		
ENGELMANN_CANCER_PROGENITORS_UP	48	46		
ENK_UV_RESPONSE_EPIDERMIS_DN	512	491		
ENK_UV_RESPONSE_EPIDERMIS_UP	296	277		
ENK_UV_RESPONSE_KERATINOCYTE_DN	481	477		
ENK_UV_RESPONSE_KERATINOCYTE_UP	533	490		
EPPERT_CE_HSC_LSC	41	40		
EPPERT_HSC_R	127	123		
EPPERT_LSC_R	42	42		
EPPERT_PROGENITOR	138	137		
FAELT_B_CLL_WITH_VH3_21_DN	49	49		
FAELT_B_CLL_WITH_VH3_21_UP	45	45		
FAELT_B_CLL_WITH_VH_REARRANGEMENTS_DN	49	47		
FAELT_B_CLL_WITH_VH_REARRANGEMENTS_UP	48	48		
FALVELLA_SMOKERS_WITH_LUNG_CANCER	81	74		
FARDIN_HYPOXIA_11	32	32		
FARDIN_HYPOXIA_9	7		Rejected!	
FARMER_BREAST_CANCER_APOCRINE_VS_BASAL	329	313		
FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL	327	311		
FARMER_BREAST_CANCER_BASAL_VS_LULMINAL	329	316		
FARMER_BREAST_CANCER_CLUSTER_1	48	48		
FARMER_BREAST_CANCER_CLUSTER_2	33	32		
FARMER_BREAST_CANCER_CLUSTER_3	16	15		
FARMER_BREAST_CANCER_CLUSTER_4	19	17		
FARMER_BREAST_CANCER_CLUSTER_5	19	19		
FARMER_BREAST_CANCER_CLUSTER_6	14		Rejected!	
FARMER_BREAST_CANCER_CLUSTER_7	20	18		
FARMER_BREAST_CANCER_CLUSTER_8	7		Rejected!	
FERNANDEZ_BOUND_BY_MYC	181	169		
FERRANDO_HOX11_NEIGHBORS	23	22		
FERRANDO_LYL1_NEIGHBORS	16	16		
FERRANDO_TAL1_NEIGHBORS	20	20		
FERRANDO_T_ALL_WITH_MLL_ENL_FUSION_DN	89	86		
FERRANDO_T_ALL_WITH_MLL_ENL_FUSION_UP	89	88		
FERRARI_RESPONSE_TO_FENRETINIDE_DN	5		Rejected!	
FERRARI_RESPONSE_TO_FENRETINIDE_UP	22	22		
FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_DN	96	91		
FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_UP	164	155		
FEVR_CTNNB1_TARGETS_DN	555		Rejected!	
FEVR_CTNNB1_TARGETS_UP	688		Rejected!	
FIGUEROA_AML_METHYLATION_CLUSTER_1_DN	46	44		
FIGUEROA_AML_METHYLATION_CLUSTER_1_UP	122	115		
FIGUEROA_AML_METHYLATION_CLUSTER_2_DN	9		Rejected!	
FIGUEROA_AML_METHYLATION_CLUSTER_2_UP	54	49		
FIGUEROA_AML_METHYLATION_CLUSTER_3_DN	40	37		
FIGUEROA_AML_METHYLATION_CLUSTER_3_UP	170	158		
FIGUEROA_AML_METHYLATION_CLUSTER_4_DN	15	15		
FIGUEROA_AML_METHYLATION_CLUSTER_4_UP	112	108		
FIGUEROA_AML_METHYLATION_CLUSTER_5_DN	47	39		
FIGUEROA_AML_METHYLATION_CLUSTER_5_UP	12		Rejected!	
FIGUEROA_AML_METHYLATION_CLUSTER_6_DN	37	32		
FIGUEROA_AML_METHYLATION_CLUSTER_6_UP	140	134		
FIGUEROA_AML_METHYLATION_CLUSTER_7_DN	5		Rejected!	
FIGUEROA_AML_METHYLATION_CLUSTER_7_UP	118	112		
FINAK_BREAST_CANCER_SDPP_SIGNATURE	26	24		
FINETTI_BREAST_CANCERS_KINOME_BLUE	21	20		
FINETTI_BREAST_CANCERS_KINOME_GRAY	15	15		
FINETTI_BREAST_CANCER_KINOME_GREEN	16	16		
FINETTI_BREAST_CANCER_KINOME_RED	16	16		
FIRESTEIN_CTNNB1_PATHWAY	32	32		
FIRESTEIN_CTNNB1_PATHWAY_AND_PROLIFERATION	9		Rejected!	
FIRESTEIN_PROLIFERATION	166	161		
FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS	311	298		
FISCHER_DREAM_TARGETS	969		Rejected!	
FISCHER_G1_S_CELL_CYCLE	200	198		
FISCHER_G2_M_CELL_CYCLE	236	236		
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN	24	22		
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP	568		Rejected!	
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN	553		Rejected!	
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	88	88		
FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN	42	42		
FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP	153	143		
FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN	51	48		
FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	65	65		
FLORIO_HUMAN_NEOCORTEX	47	41		
